Category,Scenario,Gas,Gapfilled 2021,Gapfilled 2022,Gapfilled 2023,Gapfilled 2024,Gapfilled 2025,Gapfilled 2026,Gapfilled 2027,Gapfilled 2028,Gapfilled 2029,Gapfilled 2030,Gapfilled 2031,Gapfilled 2032,Gapfilled 2033,Gapfilled 2034,Gapfilled 2035,Gapfilled 2036,Gapfilled 2037,Gapfilled 2038,Gapfilled 2039,Gapfilled 2040,Gapfilled 2041,Gapfilled 2042,Gapfilled 2043,Gapfilled 2044,Gapfilled 2045,Gapfilled 2046,Gapfilled 2047,Gapfilled 2048,Gapfilled 2049,Gapfilled 2050
1.A.3.d. Domestic navigation,WEM,ESR,16106.5581713889,16580.78443,17012.50638,17458.05564,17894.63304,17929.79106,17937.93619,17973.81292,18014.24571,18056.98196,17923.3065619326,17798.3003438652,17674.0114857979,17549.9464477305,17425.6128196631,17461.3539491991,17497.5604687351,17534.6601981986,17572.2417677345,17611.0742672705,17603.013873999,17600.2614707274,17598.1514174559,17596.0742941844,17593.0722309128,17516.7941954199,17439.6006599269,17362.596364434,17285.278638941,17207.8574334481
1.A.3.d. Domestic navigation,WEM,ETS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.A.3.d. Domestic navigation,WEM,Total,16124.07311,16580.78552,17012.50622,17458.05548,17894.63304,17929.7909,17937.93603,17973.81276,18014.24555,18056.98196,17923.3064019326,17798.3001838652,17674.0113257979,17549.9462877305,17425.6128196631,17461.3537891991,17497.560308735,17534.6600381986,17572.2416077345,17611.0742672705,17608.1222368913,17610.4783563878,17613.4768258843,17616.508225505,17618.6148450015,17541.5672888908,17463.6043927801,17385.8307366695,17307.7436505588,17229.5532444481
1.A.3.d. Domestic navigation,WOM,ESR,45.17647,45.70491,46.24368,46.79299,47.35306,47.82892,48.24806,48.60772,49.26948,49.94563,49.94563,49.94563,49.94563,49.94563,50.53686,50.53686,50.53686,50.53686,50.53686,52.51891,52.28187,52.59369,52.9055,53.21731,53.52912,53.84094,54.15275,54.46456,54.77638,55.08819
1.A.3.d. Domestic navigation,WOM,Total,244.77647,254.00491,263.14368,272.39299,281.55306,289.02892,296.54806,303.90772,311.56948,319.24563,328.34563,337.34563,346.44563,355.44563,365.03686,375.03686,385.03686,395.03686,405.03686,417.01891,416.86187,417.25369,417.6455,418.03731,418.42912,438.78094,459.13275,479.48456,499.83638,520.18819
1.A.3.e. Other transportation,WAM,ESR,1540.25137,1478.04858,1439.66992,1392.24317,1342.17088,1337.44442,1332.35293,1322.47441,1305.65281,1269.03531,1265.63496820783,1260.58781796298,1254.53286771812,1249.43392092155,1241.94802818939,1233.65892258798,1225.43032105099,1216.28893544958,1207.44055736087,1198.85094927215,1193.62511641186,1188.70734355158,1185.35240820398,1182.15334534369,1180.2689824834,1177.0627620089,1176.8827940217,1176.61075603451,1176.01030804732,1172.74483006013
1.A.3.e. Other transportation,WAM,ETS,3358.15547,3613.54504,3746.2558,3804.52993,3832.27028,3848.74786,3845.50418,3805.99576,3758.3924,3693.04755,3624.29898808679,3568.86102462627,3512.63395116574,3461.11646770521,3412.23562424469,3384.28723209607,3359.25438994746,3336.95731779884,3317.16299565023,3301.30630350161,3291.022081353,3282.24773920438,3273.99815705577,3267.03514490715,3261.88075275854,3260.90021060992,3259.76820846131,3297.48112631269,3295.10343416407,3295.56676201546
1.A.3.e. Other transportation,WAM,Total,4898.50572,5091.5928,5185.82572,5196.6731,5174.44115,5186.19228,5177.9571,5128.47016,5064.04521,4961.98286,4889.93394629462,4829.34883258924,4767.16680888387,4710.45038862676,4654.18366243408,4617.94615468405,4584.58471099845,4553.24624324843,4524.5035430111,4500.05723277377,4484.62719776486,4470.81508275596,4459.29058525974,4449.10851025084,4442.04972524193,4437.88297261882,4436.59099248301,4473.9518823472,4471.09373221139,4468.31160207559
1.A.3.e. Other transportation,WEM,ESR,1552.25137,1515.28777,1502.48226,1480.75665,1455.97258,1460.54828,1465.88762,1469.34285,1471.92468,1473.8709,1474.01824759596,1473.07559673893,1471.4952258819,1470.17275502486,1468.93050416783,1469.85016792353,1470.94908167923,1471.36205543493,1471.90959919063,1473.09001294633,1480.93549670203,1489.10322045773,1497.58833421343,1506.37987796913,1515.87490172484,1522.15298548054,1530.63338923624,1541.32216299194,1548.55683674764,1555.22207050334
1.A.3.e. Other transportation,WEM,ETS,3358.15547,3613.54504,3794.11254,3861.48275,3897.3446,3918.48801,3922.07584,3882.07006,3846.77805,3798.29498,3755.16289802875,3726.2264345105,3694.24489099225,3659.682387474,3622.22888395575,3589.96549927975,3558.98470460374,3528.26517992774,3500.25499525173,3474.22733057573,3464.89043589972,3458.13382122372,3453.08864654771,3448.52882187171,3444.9320771957,3442.0660825197,3440.17440784369,3575.29520316769,3570.25254849168,3567.71509381568
1.A.3.e. Other transportation,WEM,Total,4910.50572,5128.83199,5296.49479,5342.1394,5353.31718,5379.03628,5388.06345,5351.41291,5318.70273,5272.06588,5229.18114562472,5199.20202124944,5165.74011687415,5129.75514249887,5091.15938812358,5059.81565720328,5029.83378628297,4999.62722536267,4972.06458444236,4947.21733352206,4945.80593260176,4947.09705168145,4950.61699076115,4954.82870984084,4960.70697892054,4964.13906800023,4970.74779707993,5116.47736615963,5118.78938523932,5122.93715431902
1.A.3.e. Other transportation,WOM,ESR,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2
1.A.3.e. Other transportation,WOM,Total,182.9,190.5,198.2,205.8,213.5,219.7,225.8,232.0,238.2,244.4,252.4,260.4,268.3,276.3,284.3,293.1,301.9,310.7,319.5,328.4,328.44,328.48,328.52,328.56,328.6,328.62,328.64,328.66,328.68,328.7
1.A.4. Other sectors,WAM,ESR,511948.630334444,497306.14425,477962.8034,464357.70403,449867.24151,436252.42892,422821.8641,407961.56229,392949.08044,378165.10451,365526.703554035,352776.377803011,340709.169789046,328585.331352276,317482.373549977,308169.855192837,299533.939261737,291651.584608639,284297.633512655,277204.944970398,272189.717142268,267380.436901391,262441.23145118,257941.465893871,253683.223887427,250090.778573703,246727.243082644,243430.104053354,240262.641689629,237249.670866904
1.A.4. Other sectors,WAM,ETS,2178.85367833333,2101.63618,2039.74491,1989.18512,1966.30217,1888.5221,1833.84661,1783.32667,1730.76004,1672.33811,1615.11360932304,1567.61178284652,1528.6262485044,1491.0587594011,1457.35797505898,1421.39982121502,1389.13432871546,1360.03568408151,1332.52856499872,1307.12381773799,1229.75517043007,1153.33366574893,1077.55695844102,1002.41396899871,925.134091690794,920.914951898039,913.070779478507,906.388327058974,900.305187266219,892.759954846687
1.A.4. Other sectors,WAM,Total,514191.990556111,499437.40518,480032.09832,466376.56416,451833.84369,438164.65103,424673.5107,409756.88894,394686.14047,379837.64261,367142.297143729,354344.349586598,342238.036028661,330076.510123158,318939.531506887,309591.355016238,300922.873572973,293011.620295576,285630.162060843,278512.068771661,273529.144905925,268753.115747306,263847.906166726,259382.670199678,255156.720922865,251543.734215621,248155.732268416,244835.288552978,241645.120815734,238608.182486862
1.A.4. Other sectors,WEM,ESR,514175.057574444,503056.4634,492722.80294,483410.63413,473020.11283,462713.08258,452843.14397,441578.42632,430854.18608,420519.69547,410556.141401114,401052.687172889,391637.223144713,382211.145926488,373485.088758312,366452.669680894,359810.085283428,353474.56444601,348093.310908544,342947.361591127,338534.165597277,334445.398795102,330653.286802927,326960.613570751,323319.179178576,319946.386159445,316616.500710314,313298.631451183,310122.835372052,306981.112312921
1.A.4. Other sectors,WEM,ETS,2181.87640833333,2114.18166,2072.24199,2034.91442,2028.90035,1958.30645,1910.11454,1866.48662,1822.83477,1772.80519,1724.11021373372,1684.52090680621,1652.4049199027,1622.87985297519,1594.55798607168,1564.9487552699,1537.52432444414,1512.26036364237,1489.8554128166,1468.46302201483,1389.91276708757,1313.13442216431,1237.38877724105,1162.03732231779,1085.21572739453,1078.20942857705,1069.18820975957,1060.93986094208,1052.9831121246,1045.37493330711
1.A.4. Other sectors,WEM,Total,516421.540536111,505200.2698,494824.59494,485475.12357,475049.21317,464695.06904,454771.31853,443456.75294,432683.34083,422292.60066,412280.551614848,402737.608089696,393289.928064616,383834.125789463,375079.746744383,368017.618426164,361347.509607872,354986.824819653,349583.266331361,344415.724603141,340033.520233257,335977.516932291,332219.201141326,328560.81833312,324952.104182154,321555.80236772,318200.393183285,314857.67305885,311657.517744415,308491.684009981
1.A.4. Other sectors,WOM,ESR,1639.53142,1621.01595,1601.12159,1581.72816,1561.07104,1557.92749,1553.66865,1548.83199,1544.01558,1539.94606,1530.14606,1520.24606,1510.44606,1500.64606,1489.82975,1486.72975,1483.52975,1480.42975,1477.22975,1469.69944,1471.32825,1467.74527,1464.16229,1460.57932,1456.99634,1453.43336,1449.87038,1446.30741,1442.74443,1439.18145
1.A.4. Other sectors,WOM,Total,15914.73142,16049.81595,16183.52159,16317.72816,16450.67104,16637.42749,16822.96865,17008.03199,17193.01558,17378.84606,17578.54606,17778.04606,17977.74606,18177.44606,18376.02975,18603.72975,18831.32975,19059.02975,19286.62975,19509.89944,19825.94825,20136.78527,20447.62229,20758.45932,21069.29634,21281.35336,21493.41038,21705.46741,21917.52443,22129.58145
1.A.5. Other,WAM,ESR,4627.73586444444,4480.70247,4288.62561,4100.74889,3916.19767,3858.97959,3801.35131,3742.11779,3683.49027,3622.29573,3609.3763,3595.60637,3581.63912,3566.46919,3550.29664,3546.22922,3542.35916,3537.59176,3532.22171,3526.4543,3513.80856690317,3501.86284380633,3490.2197707095,3479.07934761267,3468.24157451584,3478.5670828126,3489.29524110937,3500.82604940613,3512.9595177029,3525.49827599966
1.A.5. Other,WAM,ETS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.A.5. Other,WAM,Total,4653.84087,4480.70247,4288.62561,4100.74889,3916.19767,3858.97959,3801.35131,3742.11779,3683.49027,3622.29573,3609.3763,3595.60637,3581.63912,3566.46919,3550.29664,3546.22922,3542.35916,3537.59176,3532.22171,3526.4543,3514.65459662787,3503.55490323517,3492.75785984247,3482.46346647034,3472.47172307764,3482.66981647085,3493.27055986406,3504.67395325727,3516.68000665048,3529.0913500437
1.A.5. Other,WEM,ESR,4627.73586444444,4480.69889,4288.62204,4100.74532,3916.1941,3858.97602,3801.34774,3742.11422,3683.4867,3622.29216,3609.69663,3595.9002,3581.9038,3566.80737,3550.61097,3546.51706,3542.72314,3537.92924,3532.63534,3526.84143,3514.24919690317,3502.35697380634,3490.8647507095,3479.77252761267,3468.98030451584,3479.4487128126,3490.21712110937,3501.88552940613,3514.05394770289,3526.62235599966
1.A.5. Other,WEM,ETS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.A.5. Other,WEM,Total,4653.84087,4480.69889,4288.62204,4100.74532,3916.1941,3858.97602,3801.34774,3742.11422,3683.4867,3622.29216,3609.69663,3595.9002,3581.9038,3566.80737,3550.61097,3546.51706,3542.72314,3537.92924,3532.63534,3526.84143,3515.09522662787,3504.04903323517,3493.40283984247,3483.15664647034,3473.21045307764,3483.55144647085,3494.19243986406,3505.73343325727,3517.77443665048,3530.2154300437
1.A.5. Other,WOM,ESR,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1
1.A.5. Other,WOM,Total,1246.2,1246.2,1246.2,1246.2,1246.2,1246.2,1246.2,1246.2,1246.2,1246.2,1246.2,1246.2,1246.2,1246.2,1246.2,1246.2,1246.2,1246.2,1246.2,1246.2,1246.2,1246.2,1246.2,1246.2,1246.2,1246.2,1246.2,1246.2,1246.2,1246.2
1.B. Fugitive emissions from fuels,WAM,ESR,54274.67545,54706.28712,55103.69487,55653.56501,56062.52827,55582.93727,55061.39237,54474.15609,53900.31522,53244.96162,52651.7507998519,52114.6661093874,51561.0341786092,51015.7954150158,50481.7047642376,50012.1356378045,49549.3310516851,49090.434435252,48630.4020460036,48165.7319495705,46613.7089959955,45076.8399996052,43541.7867132149,42005.0568868247,40474.7860132496,40418.5144994893,40374.7600260427,40354.5006625961,40309.4673291495,40253.8660157028
1.B. Fugitive emissions from fuels,WAM,ETS,11849.59881,12690.50061,13469.37232,14411.08277,15401.70282,15246.34351,15032.44053,14837.49607,14607.13239,14374.52255,14110.3788081051,13862.9387426006,13628.7531213358,13400.183016916,13174.6090956512,13043.8163320112,12918.7449541315,12799.9174304916,12683.8173036966,12558.6311700566,12122.2692054726,11686.8937677346,11252.8480299966,10820.6473822576,10393.4171576746,10308.1882978024,10223.7486436905,10140.1339095786,10057.6987754667,9973.52774135484
1.B. Fugitive emissions from fuels,WAM,Total,66124.37584,67396.9613,68573.01717,70064.67278,71464.2311,70829.20076,70093.87289,69311.71217,68507.42761,67619.48417,66762.009627957,65977.764861988,65189.827309945,64415.8984319318,63656.3138498888,63056.0519698157,62468.0760258166,61890.3518657435,61314.1193397002,60724.2631396271,58735.9009543006,56763.6792730048,54794.6029717081,52825.6952504113,50868.2168950848,50722.8923036016,50590.8739381925,50483.1756227833,50351.8829173742,50208.2863419651
1.B. Fugitive emissions from fuels,WEM,ESR,54464.59455,55127.08484,55790.98519,56579.12689,57263.28536,56908.64425,56515.43367,56053.73151,55613.57704,55155.04782,54686.515081835,54276.810471835,53849.302721835,53425.776051835,53003.044681835,52404.989231835,51861.602011835,51320.285201835,50780.709551835,50234.290601835,48705.946531835,47193.341201835,45687.953281835,44178.707171835,42670.566191835,42638.218981835,42611.198941835,42678.343031835,42648.451511835,42621.754621835
1.B. Fugitive emissions from fuels,WEM,ETS,11887.09922,12838.60403,13732.50786,14785.43529,15887.2171,15845.67073,15747.10094,15668.66904,15557.12021,15454.73438,15284.149858165,15131.073418165,14988.863688165,14853.035168165,14718.223668165,14566.169728165,14428.484638165,14296.374458165,14168.077168165,14028.537438165,13619.090338165,13211.224348165,12805.106278165,12400.204548165,11998.256678165,11928.960868165,11860.492518165,11793.006358165,11726.500158165,11658.306898165
1.B. Fugitive emissions from fuels,WEM,Total,66351.79536,67965.76244,69523.44304,71364.58718,73150.60246,72754.21496,72262.4346,71722.60056,71170.69724,70609.7822,69970.76496,69407.7839,68838.16642,68278.71122,67721.36834,66971.05897,66290.08666,65616.75965,64948.78673,64262.92805,62325.04086,60404.57356,58493.17155,56578.92774,54668.94286,54567.21385,54471.73946,54471.4114,54375.12767,54280.15152
1.B. Fugitive emissions from fuels,WOM,ESR,427.2,427.5,427.8,428.0,428.3,428.4,428.5,428.7,428.8,428.9,429.1,429.2,429.4,429.5,429.7,429.9,430.1,430.3,430.5,430.7,430.9,431.1,431.3,431.5,431.7,431.92,432.14,432.36,432.58,432.8
1.B. Fugitive emissions from fuels,WOM,ETS,69.9,69.9,69.9,69.9,69.9,69.9,69.9,69.9,69.9,69.9,69.9,69.9,69.9,69.9,69.9,69.9,69.9,69.9,69.9,69.9,69.9,69.9,69.9,69.9,69.9,69.9,69.9,69.9,69.9,69.9
1.B. Fugitive emissions from fuels,WOM,Total,18673.5,18673.7,18673.8,18673.9,18674.0,18674.1,18674.2,18674.4,18674.5,18674.6,18674.8,18674.9,18675.1,18675.2,18675.4,18675.6,18675.8,18676.0,18676.2,18676.4,18676.6,18676.8,18677.0,18677.2,18677.4,18677.6,18677.8,18678.0,18678.2,18678.4
1.C. CO2 transport and storage,WAM,ESR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.C. CO2 transport and storage,WAM,ETS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.C. CO2 transport and storage,WAM,Total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.C. CO2 transport and storage,WEM,ESR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.C. CO2 transport and storage,WEM,ETS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.C. CO2 transport and storage,WEM,Total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2. Industrial processes,WAM,ESR,99106.38007,94390.3414,90128.64624,85173.53108,79864.27771,76323.76548,72847.24375,69174.788,65432.4897,62198.34808,59913.2079285292,57894.8815305054,55868.5999200765,53845.8513235899,51865.0015199288,50717.9525227738,49550.5269881863,48365.9239810885,47199.7040356489,46054.4867817259,45530.2746663578,45051.5420780145,44594.4350540827,44120.9603627771,43830.1129681951,43496.0614315345,43159.7838216282,42820.6433101629,42486.6875320308,41901.1298633915
2. Industrial processes,WAM,ETS,212775.542037222,215955.01525,220260.00576,223032.81308,225450.07373,220936.55975,216039.1776,210762.27727,205139.88502,198707.02097,194495.424556377,190415.692782862,186491.564587289,182737.842036322,179053.484901118,176150.202627563,173590.719141147,171226.856552037,168896.104593737,166426.954666467,167679.646094321,168082.770985342,168491.790550052,168886.985317906,169275.657250225,169515.8045197,169755.552284305,169997.981992196,170244.538521752,170508.504544394
2. Industrial processes,WAM,Total,311847.057911389,310151.04687,310109.732,307927.24415,305035.57146,296981.70522,288607.66136,279658.26527,270294.03474,260627.08905,254148.839243142,248050.603229835,242100.115592064,236323.666642841,230658.581832207,226607.956729602,222881.053926704,219332.794468602,215835.428722969,212221.167699882,212954.463158153,212883.371586615,212839.600293438,212765.836505771,212868.177149292,212774.490661099,212678.378574788,212581.785550205,212494.504090621,212173.230183615
2. Industrial processes,WEM,ESR,99156.35632,94627.97289,90527.87563,85774.03504,80702.28558,77381.91135,74160.27513,70728.03528,67206.48448,64185.47657,62035.7898432194,60146.2426685106,58243.2418847008,56435.2124608909,54657.7766870811,53600.5228383894,52536.2291196977,51451.206711006,50393.4790223143,49356.4818927237,48844.6785937323,48376.2650245912,47927.45300545,47456.9183363089,47121.9568371677,46782.4522480265,46442.9369588854,46100.9733597442,45768.280760603,45247.7492314619
2. Industrial processes,WEM,ETS,212862.379727222,216773.09623,221750.15497,225179.41621,228304.0118,225247.31247,221830.17562,217989.5623,213799.29602,208793.15167,204565.401518045,200459.987924735,196503.79926981,192713.352324884,188990.316589959,186032.409549153,183416.642648348,181001.368387542,178621.799196736,176109.590167546,177398.522023946,177838.226028948,178283.56962395,178715.141598952,179184.069323954,179635.241058956,180085.972563959,180537.182178961,180990.770743963,181419.785918965
2. Industrial processes,WEM,Total,311983.871391389,311206.65933,311999.31059,310674.75127,308727.71739,302350.60382,295711.69076,288438.89759,280727.5405,272699.94825,266342.242479603,260347.182239911,254488.193329514,248889.217509117,243389.04649872,239373.580266746,235693.614274772,232193.212262798,228755.609990825,225206.598479557,225984.059684485,225955.482757864,225951.746981243,225912.916914623,226046.915768002,226158.379561381,226269.59240476,226378.835078139,226499.427691518,226407.807934897
2. Industrial processes,WOM,ESR,915.26566,948.64064,967.67692,1010.6379,1019.11642,1026.82809,1065.02253,1098.99269,1074.71073,1094.09306,1100.7922,1109.44069,1118.49945,1127.26819,1136.1532,1145.40048,1155.17158,1164.55039,1173.62946,1182.38788,1189.53159,1196.54779,1203.41278,1210.12525,1216.68906,1223.11681,1229.39684,1235.55254,1241.56078,1247.41862
2. Industrial processes,WOM,ETS,709.1,712.4,715.6,718.9,722.2,724.9,727.5,730.2,732.8,735.5,737.9,740.4,742.9,745.4,747.8,750.3,752.8,755.3,757.8,760.3,761.72,763.14,764.56,765.98,767.4,768.84,770.28,771.72,773.16,774.6
2. Industrial processes,WOM,Total,17472.16566,17200.34064,16914.37692,16652.0379,16355.41642,16285.62809,16246.52253,16203.09269,16101.31073,16043.29306,16171.0922,16301.04069,16431.09945,16561.06819,16691.0532,16784.80048,16879.07158,16972.95039,17066.62946,17159.88788,17248.37159,17336.72779,17424.93278,17512.98525,17600.88906,17682.95681,17764.87684,17846.67254,17928.32078,18009.81862
3. Agriculture,WAM,ESR,383919.26195,381680.50095,377029.04518,374394.56931,371471.60576,368922.17524,366318.32681,363845.87575,361317.56762,358687.97989,357383.264583138,356324.59556527,355246.04335152,354173.933998605,353086.52179679,352562.060831618,352061.726381493,351526.935451368,350972.226832249,350480.084552124,349713.607865874,348905.920978616,348120.866478247,347322.711237042,346547.107345838,345896.988792986,345255.52747518,344654.912072155,344045.86634435,343391.396071498
3. Agriculture,WAM,Total,383919.26349,381680.49975,377029.04518,374394.56931,371471.60576,368922.17524,366318.32681,363845.87575,361317.56762,358687.97989,357383.264583138,356324.59556527,355246.04335152,354173.933998605,353086.52179679,352562.060831618,352061.726381493,351526.935451368,350972.226832249,350480.084552124,349544.092432042,348736.82412105,347952.188196849,347154.451531911,346379.266216875,345729.420478249,345088.23197467,344487.889385871,343879.116472292,343224.919013666
3. Agriculture,WEM,ESR,384136.36309,382606.68738,380489.87248,379410.72016,378414.40271,377719.1906,376600.49748,375608.45526,374556.02823,373463.06335,372423.139372947,371539.500425894,370647.408667831,369766.542770778,368869.558332715,368614.790060641,368344.985558568,368070.927385485,367775.753263411,367523.354161338,367006.000209264,366486.80683719,365919.247095117,365391.176683043,364858.059530969,364483.533088896,364068.945716822,363698.319994749,363317.213662675,362921.061270601
3. Agriculture,WEM,Total,384136.36463,382606.68618,380489.87248,379410.72016,378414.40271,377719.1906,376600.49748,375608.45526,374556.02823,373463.06335,372423.139372947,371539.500425894,370647.408667831,369766.542770778,368869.558332715,368614.790060641,368344.985558568,368070.927385485,367775.753263411,367523.354161338,367006.000209264,366486.80683719,365919.247095117,365391.176683043,364858.059530969,364483.533088896,364068.945716822,363698.319994749,363317.213662675,362921.061270601
3. Agriculture,WOM,ESR,1998.83975,2000.22462,2005.96063,2010.92826,2015.57082,2020.7103,2025.54919,2030.63844,2035.5524,2040.28438,2043.47326,2046.14296,2048.83632,2051.83303,2054.4911,2057.32843,2060.29967,2062.9721,2065.85257,2068.67491,2071.33471,2074.14151,2076.86121,2079.57123,2082.37252,2085.08731,2087.83985,2090.64524,2093.36406,2096.13744
3. Agriculture,WOM,Total,26685.43975,27129.02462,27577.06063,28024.22826,28471.07082,28866.3103,29261.24919,29656.33844,30051.3524,30446.18438,30879.47326,31312.24296,31745.03632,32178.13303,32610.8911,33328.52843,34046.39967,34763.9721,35481.65257,36199.37491,36698.35471,37197.48151,37696.52121,38195.55123,38694.67252,39326.54731,39958.45985,40590.42524,41222.30406,41854.23744
"4. Land Use, Land-Use Change and Forestry (LULUCF, reported emissions and removals) (9)",WAM,Total,-248120.87646,-248352.4404,-248859.61984,-252808.11147,-255099.62414,-252720.54154,-254213.44377,-255138.20009,-257437.96618,-260294.27649,-259423.257515056,-260056.074866893,-259325.364639181,-257190.329694335,-257250.272753363,-254459.468177343,-251280.329544095,-247076.37417712,-247190.362637455,-246260.15020254,-245465.069244312,-246288.433847843,-246139.410818429,-246180.035718242,-246120.110285062,-245125.699030395,-245008.987950659,-244398.344163417,-243920.623970351,-244475.986385423
"4. Land Use, Land-Use Change and Forestry (LULUCF, reported emissions and removals) (9)",WEM,Total,-246643.2146975,-244507.41948,-239809.73461,-239673.3541,-240662.30142,-237416.77751,-237287.68692,-236907.60316,-237860.40281,-239779.19707,-237652.419987079,-237571.468775773,-233341.240799538,-231840.986261215,-230840.84072653,-227783.990802112,-223509.774538686,-217879.798393456,-215959.3871112,-215248.212715814,-215532.360552514,-216654.409058693,-213237.378424872,-213954.537171051,-213515.76774723,-213752.263153409,-213750.159569588,-210285.738045766,-209044.032061945,-208698.253568124
"4. Land Use, Land-Use Change and Forestry (LULUCF, reported emissions and removals) (9)",WOM,Total,-24228.69738,-23661.10936,-23086.4484,-22504.86385,-21900.75398,-21349.37459,-20732.73804,-20182.49977,-19633.93405,-19050.00009,-18456.02931,-17826.50025,-17287.35269,-16654.42328,-16084.70112,-15492.88133,-14892.04774,-14289.72923,-13653.91254,-13091.09439,-12457.49305,-11823.89139,-11190.29212,-10556.6927,-9923.09273,-9270.5724,-8618.05227,-7965.53244,-7313.01251,-6660.49247
4.A. Forest land,WAM,Total,-308446.32139,-309122.72455,-326720.89644,-328335.25983,-332105.74271,-323532.92247,-321493.69351,-319361.72609,-316930.69644,-315973.89751,-313382.921293598,-314569.382741271,-315634.297259768,-311641.706449429,-312624.401776557,-305755.873953233,-301633.185132044,-297411.144901144,-294186.056468684,-291066.07995836,-289147.057898529,-288957.635139236,-287940.568006878,-286931.354304975,-285798.852010007,-284858.823649074,-284454.937681835,-283426.150338292,-282716.914118443,-283049.425136511
4.A. Forest land,WEM,Total,-311584.80514,-308950.2133,-320941.12229,-318969.31716,-322088.48869,-313497.97639,-310634.37176,-307904.67296,-304820.21003,-303589.67363,-299967.23524508,-300718.024360275,-298642.993781416,-295572.536561948,-295800.094883134,-288930.45345726,-284003.090976771,-278444.720670404,-273478.402259422,-270954.628282561,-269698.541505445,-270030.153417596,-267303.672821167,-266773.152223317,-266121.282216888,-265162.560708683,-264584.735380478,-261408.452392273,-260716.130884068,-260868.628715863
4.A. Forest land,WOM,Total,-22890.09315,-22586.50813,-22275.45028,-21963.49528,-21665.13657,-21347.32668,-21062.21339,-20781.21944,-20520.52327,-20231.22387,-19935.50133,-19647.68026,-19377.76163,-19109.94207,-18839.72183,-18565.80143,-18289.38144,-18015.06168,-17743.14169,-17471.72162,-17195.56157,-16919.4016,-16643.24163,-16367.08162,-16090.92161,-15814.76161,-15538.60161,-15262.44162,-14986.28161,-14710.12161
4.B. Cropland,WAM,Total,39494.07483,40741.29942,39728.3899,39587.16719,39134.84979,36671.3326,34896.98002,33250.81927,31650.04219,30218.90405,30095.1309547029,29419.1349949063,28903.1884928803,28492.6594613728,28251.1072610639,27356.9296506433,26730.0075539069,26137.1344453061,25497.9896410355,25066.8040448218,24502.5272987404,23908.88066867,23460.8458006893,22886.3179457456,22266.356308921,22076.4960919908,21512.4982398048,21138.0348028382,20760.1873353915,20390.8410777229
