Category,Scenario,Gas,Gapfilled 2021,Gapfilled 2022,Gapfilled 2023,Gapfilled 2024,Gapfilled 2025,Gapfilled 2026,Gapfilled 2027,Gapfilled 2028,Gapfilled 2029,Gapfilled 2030,Gapfilled 2031,Gapfilled 2032,Gapfilled 2033,Gapfilled 2034,Gapfilled 2035,Gapfilled 2036,Gapfilled 2037,Gapfilled 2038,Gapfilled 2039,Gapfilled 2040,Gapfilled 2041,Gapfilled 2042,Gapfilled 2043,Gapfilled 2044,Gapfilled 2045,Gapfilled 2046,Gapfilled 2047,Gapfilled 2048,Gapfilled 2049,Gapfilled 2050,Reported Value 2025,Reported Value 2030,Reported Value 2035,Reported Value 2040,Reported Value 2045,Reported Value 2050
1.A.5. Other,WEM,ETS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1.A.5. Other,WEM,Total,162.52894,161.68191,160.83489,159.98787,159.14084,159.14084,159.14084,159.14084,159.14084,159.14084,159.14084,159.14084,159.14084,159.14084,159.14084,159.14084,159.14084,159.14084,159.14084,159.14084,153.667276627873,148.193713235171,142.72014984247,137.246586470343,131.773023077641,130.693636470852,129.614249864063,128.534863257274,127.455476650485,126.376090043696,159.140841909681,159.140841909681,159.140841909681,159.140841909681,,
1.B. Fugitive emissions from fuels,WAM,ESR,495.02659,482.8539,470.68122,458.50853,446.33584,438.40071,430.46557,422.53043,414.59529,406.66015,399.13169,391.60324,384.07478,376.54633,369.01787,365.50277,361.98767,358.47257,354.95748,351.44238,304.4899,257.53743,210.58495,163.63248,116.68,130.924,145.168,159.412,173.656,187.9,446.335844133632,406.660149708453,369.017873676041,351.442375412202,,
1.B. Fugitive emissions from fuels,WAM,ETS,1432.71271,1967.0857,2501.45869,3035.83167,3570.20466,3735.65514,3901.10561,4066.55608,4232.00656,4397.45703,4332.11464,4266.77225,4201.42985,4136.08746,4070.74507,4008.74962,3946.75416,3884.75871,3822.76326,3760.76781,3401.98050046438,3043.19320092978,2684.40590139518,2325.61859185956,1966.83129232496,1916.59015047253,1866.34900862011,1816.10786676768,1765.86672491525,1715.62558306283,3570.20466239727,4397.45703240874,4070.74506752391,3760.76781033869,,
1.B. Fugitive emissions from fuels,WAM,Total,1927.73929,2449.9396,2972.1399,3494.3402,4016.54051,4174.05584,4331.57118,4489.08651,4646.60185,4804.11718,4731.24633,4658.37549,4585.50464,4512.63379,4439.76294,4374.25239,4308.74184,4243.23129,4177.72074,4112.21019,3706.47315329691,3300.73612659476,2894.99908989167,2489.26205318858,2083.52501648549,2047.52364678244,2011.5222770794,1975.52090737635,1939.51953767331,1903.51816797026,4016.5405065309,4804.11718211719,4439.76294119996,4112.21018575089,,
1.B. Fugitive emissions from fuels,WEM,ESR,495.02659,482.8539,470.68122,458.50853,446.33584,438.40071,430.46557,422.53043,414.59529,406.66015,399.13169,391.60324,384.07478,376.54633,369.01787,365.50277,361.98767,358.47257,354.95748,351.44238,304.4899,257.53743,210.58495,163.63248,116.68,130.924,145.168,159.412,173.656,187.9,446.335844133632,406.660149708453,369.017873676041,351.442375412202,116.68,187.9
1.B. Fugitive emissions from fuels,WEM,ETS,1432.71222,1967.08472,2501.45722,3035.82972,3570.20222,3735.62784,3901.05345,4066.47907,4231.90469,4397.3303,4335.17504,4273.01978,4210.86451,4148.70925,4086.55399,4021.31977,3956.08556,3890.85134,3825.61713,3760.38292,3401.63233,3042.88175,2684.13117,2325.38058,1966.63,1916.394,1866.158,1815.922,1765.686,1715.45,3570.20222044929,4397.33030370611,4086.55398717419,3760.38291655182,1966.63,1715.45
1.B. Fugitive emissions from fuels,WEM,Total,1927.73881,2449.93862,2972.13844,3494.33825,4016.53806,4174.02854,4331.51902,4489.0095,4646.49998,4803.99045,4734.30673,4664.62302,4594.9393,4525.25558,4455.57186,4386.82255,4318.07323,4249.32392,4180.57461,4111.82529,3706.12623,3300.42718,2894.72812,2489.02906,2083.33,2047.332,2011.334,1975.336,1939.338,1903.34,4016.53806458293,4803.99045341456,4455.57186085023,4111.82529196402,2083.33,1903.34
2. Industrial processes,WAM,ESR,3066.97584,2785.28927,2503.60269,2221.91611,1940.22953,1892.04428,1843.85904,1795.67379,1747.48855,1699.3033,1661.27606,1623.24882,1585.22158,1547.19435,1509.16711,1522.326,1535.48489,1548.64379,1561.80268,1574.96158,1547.68826146146,1520.41494292292,1493.1416143867,1465.86829584816,1438.59497730962,1423.96638404379,1409.33779077797,1394.70919751214,1380.08060424632,1365.45201098049,1940.22952986351,1699.30330386328,1509.16710550406,1574.96157524227,,
2. Industrial processes,WAM,ETS,5642.6089,5992.95959,6343.31028,6693.66097,7044.01167,6493.50788,5943.0041,5392.50032,4841.99653,4291.49275,4320.00472,4348.51669,4377.02866,4405.54063,4434.05261,4312.02542,4189.99822,4067.97103,3945.94384,3823.91665,4338.58652450842,4853.25639901684,5367.92628326228,5882.5961577707,6397.26603227912,6396.93107904207,6396.59612580501,6396.26117256796,6395.9262193309,6395.59126609385,7044.01166680805,4291.49274722001,4434.05260648754,3823.91665237018,,
2. Industrial processes,WAM,Total,8709.58474,8778.24886,8846.91297,8915.57708,8984.2412,8385.55217,7786.86314,7188.17411,6589.48508,5990.79605,5981.28078,5971.76552,5962.25025,5952.73498,5943.21971,5834.35142,5725.48312,5616.61482,5507.74652,5398.87823,5890.72474364849,6382.57126729699,6874.41779094548,7366.26431459398,7858.11083824247,7843.41889262501,7828.72694700755,7814.0350013901,7799.34305577264,7784.65111015519,8984.24119699801,5990.79605074996,5943.2197119916,5398.87822761245,,
2. Industrial processes,WEM,ESR,3066.8763,2785.09017,2503.30405,2221.51792,1939.7318,1891.57544,1843.41908,1795.26272,1747.10636,1698.95,1660.96398,1622.97796,1584.99193,1547.00591,1509.01989,1522.28158,1535.54328,1548.80497,1562.06667,1575.32836,1548.04869,1520.76902,1493.48934,1466.20967,1438.93,1424.298,1409.666,1395.034,1380.402,1365.77,1939.73179809024,1698.94999940726,1509.01988989451,1575.32836074672,1438.93,1365.77
2. Industrial processes,WEM,ETS,5642.36659,5992.47498,6342.58337,6692.69176,7042.80015,6518.24581,5993.69147,5469.13713,4944.58279,4420.02845,4445.24258,4470.45671,4495.67084,4520.88497,4546.0991,4422.31867,4298.53824,4174.7578,4050.97737,3927.19694,4455.76755,4984.33816,5512.90878,6041.47939,6570.05,6569.706,6569.362,6569.018,6568.674,6568.33,7042.8001456764,4420.02845480324,4546.09910010671,3927.19694033094,6570.05,6568.33
2. Industrial processes,WEM,Total,8709.24289,8777.56515,8845.88742,8914.20968,8982.53194,8409.82125,7837.11055,7264.39985,6691.68915,6118.97845,6106.20656,6093.43467,6080.66278,6067.89088,6055.11899,5944.60025,5834.08151,5723.56278,5613.04404,5502.5253,6003.81424,6505.10318,7006.39212,7507.68106,8008.97,7993.996,7979.022,7964.048,7949.074,7934.1,8982.5319440931,6118.97845387717,6055.11899000122,5502.52530107766,8008.97,7934.1
3. Agriculture,WAM,ESR,18300.21833,18150.16528,18000.11222,17850.05917,17700.00611,17651.68203,17603.35795,17555.03387,17506.70979,17458.38571,17436.13232,17413.87893,17391.62555,17369.37216,17347.11877,17322.94771,17298.77666,17274.6056,17250.43454,17226.26348,17183.8322835846,17141.401077168,17098.9698807526,17056.538674336,17014.1074779206,16986.4522149031,16958.7969518856,16931.1416888682,16903.4864258507,16875.8311628332,17700.0061128518,17458.3857079093,17347.118772201,17226.2634792658,,
3. Agriculture,WAM,Total,18300.21833,18150.16528,18000.11222,17850.05917,17700.00611,17651.68203,17603.35795,17555.03387,17506.70979,17458.38571,17436.13232,17413.87893,17391.62555,17369.37216,17347.11877,17322.94771,17298.77666,17274.6056,17250.43454,17226.26348,17014.3168497526,16972.3042196026,16930.2915993552,16888.2789692052,16846.2663489578,16818.8839001665,16791.5014513753,16764.1190025841,16736.7365537928,16709.3541050016,17700.0061128518,17458.3857079093,17347.118772201,17226.2634792658,,
3. Agriculture,WEM,ESR,18300.22277,18150.17416,18000.12555,17850.07693,17700.02832,17651.57764,17603.12695,17554.67627,17506.22558,17457.7749,17435.2408,17412.70671,17390.17261,17367.63851,17345.10441,17320.92973,17296.75504,17272.58035,17248.40566,17224.23097,17181.80478,17139.37858,17096.95239,17054.52619,17012.1,16984.448,16956.796,16929.144,16901.492,16873.84,17700.0283227839,17457.7748987999,17345.1044147654,17224.2309716747,17012.1,16873.84
3. Agriculture,WEM,Total,18300.22277,18150.17416,18000.12555,17850.07693,17700.02832,17651.57764,17603.12695,17554.67627,17506.22558,17457.7749,17435.2408,17412.70671,17390.17261,17367.63851,17345.10441,17320.92973,17296.75504,17272.58035,17248.40566,17224.23097,17181.80478,17139.37858,17096.95239,17054.52619,17012.1,16984.448,16956.796,16929.144,16901.492,16873.84,17700.0283227839,17457.7748987999,17345.1044147654,17224.2309716747,17012.1,16873.84
"4. Land Use, Land-Use Change and Forestry (LULUCF, reported emissions and removals) (9)",WAM,Total,4156.0861,4100.57518,4045.06426,3989.55334,3934.04243,3878.76621,3823.48999,3768.21377,3712.93755,3657.66133,3542.98638,3428.31143,3313.63648,3198.96153,3084.28658,3051.42053,3018.55449,2985.68844,2952.82239,2919.95635,2893.77322549431,2867.59011095873,2841.40698645304,2815.22387191746,2789.04074741176,2761.89411072394,2734.74747403611,2707.60083734828,2680.45420066046,2653.30756397263,3934.042425317,3657.66133164733,3084.28657790167,2919.956348692,,
"4. Land Use, Land-Use Change and Forestry (LULUCF, reported emissions and removals) (9)",WEM,Total,4157.67884,4103.76065,4049.84247,3995.92429,3942.00611,3886.77441,3831.54271,3776.311,3721.0793,3665.8476,3551.22505,3436.6025,3321.97996,3207.35741,3092.73487,3059.92949,3027.12411,2994.31873,2961.51335,2928.70798,2902.44638,2876.18479,2849.92319,2823.6616,2797.4,2770.172,2742.944,2715.716,2688.488,2661.26,3942.00611299825,3665.84759516902,3092.7348655234,2928.70797641513,2797.4,2661.26
4.A. Forest land,WAM,Total,-2230.43538,-2195.10755,-2159.77973,-2124.4519,-2089.12407,-2097.99849,-2106.87291,-2115.74734,-2124.62176,-2133.49618,-2176.09161,-2218.68704,-2261.28247,-2303.8779,-2346.47333,-2381.34414,-2416.21495,-2451.08577,-2485.95658,-2520.82739,-2498.22323791748,-2475.61909444225,-2453.01494235973,-2430.4107988845,-2407.80664680198,-2384.37068505925,-2360.93472331651,-2337.49876157378,-2314.06279983104,-2290.62683808831,-2089.12406742167,-2133.496180835,-2346.47332820167,-2520.82739391833,,
4.A. Forest land,WEM,Total,-2228.92661,-2192.09001,-2155.2534,-2118.4168,-2081.5802,-2090.4082,-2099.2362,-2108.06421,-2116.89221,-2125.72021,-2168.25989,-2210.79956,-2253.33924,-2295.87892,-2338.41859,-2373.22878,-2408.03897,-2442.84916,-2477.65934,-2512.46953,-2489.94032249292,-2467.41112356461,-2444.88191605754,-2422.35271712923,-2399.82350962215,-2376.46525033853,-2353.10699105491,-2329.7487317713,-2306.39047248768,-2283.03221320406,-2081.5801953768,-2125.72021296519,-2338.41859181874,-2512.46953116203,,
4.B. Cropland,WAM,Total,1689.8051,1680.40087,1670.99664,1661.59241,1652.18819,1677.39743,1702.60667,1727.81591,1753.02515,1778.23439,1782.66453,1787.09467,1791.52481,1795.95495,1800.38509,1813.24042,1826.09575,1838.95108,1851.80641,1864.66173,1847.94138750666,1831.22105138017,1814.50070888683,1797.78037276034,1781.060030267,1763.72439628398,1746.38876230095,1729.05312831793,1711.7174943349,1694.38186035188,1652.18818686667,1778.2343877,1800.385088,1864.66173433333,,
4.B. Cropland,WEM,Total,1689.80363,1680.39793,1670.99223,1661.58653,1652.18083,1677.39297,1702.60512,1727.81726,1753.0294,1778.24155,1782.66887,1787.0962,1791.52353,1795.95086,1800.37819,1813.23405,1826.08992,1838.94578,1851.80164,1864.65751,1847.93720534722,1831.21690706127,1814.4966024085,1797.77630412255,1781.05599946977,1763.7204047198,1746.38480996984,1729.04921521987,1711.7136204699,1694.37802571993,1652.18083190933,1778.24154511751,1800.37818906546,1864.65750558927,,
4.C. Grassland,WAM,Total,3319.06347,3280.7939,3242.52433,3204.25477,3165.9852,3090.44631,3014.90742,2939.36853,2863.82964,2788.29075,2724.36432,2660.43789,2596.51147,2532.58504,2468.65861,2456.16828,2443.67794,2431.18761,2418.69727,2406.20694,2384.63058462178,2363.0542374595,2341.47788208128,2319.90153491899,2298.32517954077,2275.95483636907,2253.58449319736,2231.21415002565,2208.84380685394,2186.47346368224,3165.98519723667,2788.29074781,2468.65861356667,2406.20693523667,,
4.C. Grassland,WEM,Total,3319.14516,3280.95728,3242.76939,3204.58151,3166.39363,3090.85334,3015.31305,2939.77276,2864.23246,2788.69217,2724.76691,2660.84164,2596.91637,2532.99111,2469.06584,2456.57736,2444.08887,2431.60039,2419.1119,2406.62342,2385.04333006332,2363.46324834399,2341.88315840731,2320.30307668799,2298.72298675131,2276.34877159321,2253.97455643511,2231.60034127702,2209.22612611892,2186.85191096082,3166.39363345105,2788.69217224104,2469.06584062984,2406.6234200545,,
4.D. Wetlands,WAM,Total,-57.31201,-59.5108,-61.7096,-63.90839,-66.10719,-60.06333,-54.01947,-47.97562,-41.93176,-35.8879,-36.4091,-36.9303,-37.45149,-37.97269,-38.49388,-31.19044,-23.88699,-16.58354,-9.28009,-1.97665,-1.95892546344856,-1.94120093364634,-1.92347639709491,-1.90575186729269,-1.88802733074125,-1.86965054938663,-1.851273768032,-1.83289698667738,-1.81452020532276,-1.79614342396814,-66.1071872683333,-35.8879021216667,-38.4938844133333,-1.97664756,,
4.D. Wetlands,WEM,Total,-57.31049,-59.50776,-61.70504,-63.90232,-66.09959,-60.05684,-54.01409,-47.97134,-41.92858,-35.88583,-36.41001,-36.9342,-37.45838,-37.98257,-38.50675,-31.20267,-23.89859,-16.5945,-9.29042,-1.98634,-1.96852857363034,-1.95071715404299,-1.93290572767333,-1.91509430808598,-1.89728288171633,-1.87881601308711,-1.86034914445789,-1.84188227582867,-1.82341540719946,-1.80494853857024,-66.0995941205,-35.8858304285,-38.506750815,-1.986339636585,,
4.E. Settlements,WAM,Total,1149.83572,1124.74274,1099.64977,1074.5568,1049.46383,1051.51048,1053.55713,1055.60378,1057.65042,1059.69707,1055.06995,1050.44282,1045.81569,1041.18856,1036.56144,1044.78937,1053.01729,1061.24522,1069.47315,1077.70108,1068.03738021299,1058.37368410577,1048.70998431877,1039.04628821154,1029.38258842454,1019.36327437663,1009.34396032872,999.324646280808,989.305332232898,979.286018184989,1049.46383093333,1059.69707281667,1036.56143801667,1077.7010794,,
4.E. Settlements,WEM,Total,1149.83866,1124.74862,1099.65859,1074.56856,1049.47853,1051.52405,1053.56957,1055.61509,1057.6606,1059.70612,1055.07743,1050.44874,1045.82004,1041.19135,1036.56266,1044.78858,1053.01451,1061.24043,1069.46636,1077.69228,1068.02865912222,1058.36504192419,1048.70142104641,1039.03780384839,1029.37418297061,1019.3549507357,1009.3357185008,999.316486265892,989.297254030987,979.278021796082,1049.4785304215,1059.7061223885,1036.5626580585,1077.69228036964,,
4.F. Other Land,WAM,Total,167.45532,155.37113,143.28695,131.20276,119.11857,115.41551,111.71244,108.00938,104.30632,100.60325,93.7473,86.89135,80.0354,73.17944,66.32349,53.05879,39.7941,26.5294,13.2647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.118572566667,100.603250866667,66.32349315,0.0,,
4.F. Other Land,WEM,Total,167.45461,155.36971,143.28481,131.19991,119.11501,115.41078,111.70655,108.00231,104.29808,100.59384,93.74075,86.88765,80.03455,73.18146,66.32836,53.06269,39.79702,26.53135,13.26567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.11501431,100.593843405,66.32836262,0.0,,
4.G. Harvested wood products,WAM,Total,117.67388,113.88489,110.09589,106.30689,102.51789,102.05831,101.59872,101.13913,100.67954,100.21996,99.641,99.06204,98.48308,97.90412,97.32516,96.69825,96.07135,95.44445,94.81754,94.19064,93.3460365337903,92.5014333891922,91.6568299229825,90.8122267783844,89.9676233121747,89.0919393029004,88.2162552936261,87.3405712843518,86.4648872750775,85.5892032658032,102.517892403667,100.219955410667,97.3251577833333,94.1906412003333,,
4.G. Harvested wood products,WEM,Total,117.67388,113.88489,110.09589,106.30689,102.51789,102.05831,101.59872,101.13913,100.67954,100.21996,99.641,99.06204,98.48308,97.90412,97.32516,96.69825,96.07135,95.44445,94.81754,94.19064,93.3460365337903,92.5014333891922,91.6568299229825,90.8122267783844,89.9676233121747,89.0919393029004,88.2162552936261,87.3405712843518,86.4648872750775,85.5892032658032,102.517892403667,100.219955410667,97.3251577833333,94.1906412003333,,
5. Waste,WAM,ESR,2892.4932,2763.50592,2634.51865,2505.53138,2376.5441,2276.15625,2175.7684,2075.38055,1974.9927,1874.60485,1797.90243,1721.20001,1644.49759,1567.79517,1491.09275,1436.10944,1381.12612,1326.1428,1271.15948,1216.17617,1181.52693,1146.8777,1112.22847,1077.57923,1042.93,1003.698,964.466,925.234,886.002,846.77,2376.54410226968,1874.60485068868,1491.09275167431,1216.17616832064,,
5. Waste,WAM,Total,2892.4932,2763.50592,2634.51865,2505.53138,2376.5441,2276.15625,2175.7684,2075.38055,1974.9927,1874.60485,1797.90243,1721.20001,1644.49759,1567.79517,1491.09275,1436.10944,1381.12612,1326.1428,1271.15948,1216.17617,1216.17617,1216.17617,1216.17617,1216.17617,1216.17617,1216.17617,1216.17617,1216.17617,1216.17617,1216.17617,2376.54410226968,1874.60485068868,1491.09275167431,1216.17616832064,,
5. Waste,WEM,ESR,2892.4932,2763.50592,2634.51865,2505.53138,2376.5441,2276.15625,2175.7684,2075.38055,1974.9927,1874.60485,1797.90243,1721.20001,1644.49759,1567.79517,1491.09275,1436.10944,1381.12612,1326.1428,1271.15948,1216.17617,1181.52693,1146.8777,1112.22847,1077.57923,1042.93,1003.698,964.466,925.234,886.002,846.77,2376.54410226968,1874.60485068868,1491.09275167431,1216.17616832064,1042.93,846.77
5. Waste,WEM,Total,2892.4932,2763.50592,2634.51865,2505.53138,2376.5441,2276.15625,2175.7684,2075.38055,1974.9927,1874.60485,1797.90243,1721.20001,1644.49759,1567.79517,1491.09275,1436.10944,1381.12612,1326.1428,1271.15948,1216.17617,1181.52693,1146.8777,1112.22847,1077.57923,1042.93,1003.698,964.466,925.234,886.002,846.77,2376.54410226968,1874.60485068868,1491.09275167431,1216.17616832064,1042.93,846.77
IB.Aviation,WAM,Total,7414.45,8147.03495,8879.6199,9612.20485,10344.78979,10456.98507,10569.18035,10681.37562,10793.5709,10905.76618,10674.20903,10442.65187,10211.09472,9979.53757,9747.98042,9552.04573,9356.11104,9160.17635,8964.24166,8768.30697,8754.7360609665,8741.16515193299,8727.59424289949,8714.02333386599,8700.45242483248,8700.37721013659,8700.3019954407,8700.22678074481,8700.15156604892,8700.07635135303,10344.7897940579,10905.7661775054,9747.98041644106,8768.30697256763,,
IB.Aviation,WEM,Total,7542.58041,8403.29576,9264.01112,10124.72648,10985.44183,11169.80821,11354.17458,11538.54095,11722.90732,11907.27369,11973.3562,12039.4387,12105.52121,12171.60371,12237.68622,12217.04989,12196.41357,12175.77724,12155.14092,12134.50459,12115.72374,12096.94289,12078.16204,12059.38119,12040.60034,12040.49625,12040.39216,12040.28807,12040.18398,12040.07989,10985.4418339123,11907.2736927779,12237.6862161035,12134.5045920478,12040.6003376906,12040.0798929875
IB.Navigation,WAM,Total,37741.35512,37762.22419,37783.09327,37803.96235,37824.83143,37550.08466,37275.3379,37000.59113,36725.84436,36451.09759,36438.26327,36425.42895,36412.59463,36399.76032,36386.926,36374.93724,36362.94847,36350.95971,36338.97094,36326.98218,36216.5121352951,36106.0420905902,35995.5720458853,35885.1019911816,35774.6319464767,35938.8857470068,36103.1395475368,36267.3933480668,36431.6471485968,36595.9009491268,37824.8314341949,36451.0975868719,36386.9260003862,36326.9821797346,,
IB.Navigation,WEM,Total,37741.35403,37762.22202,37783.09001,37803.958,37824.82599,37552.68218,37280.53837,37008.39456,36736.25075,36464.10695,36446.9489,36429.79084,36412.63279,36395.47474,36378.31669,36368.94326,36359.56984,36350.19642,36340.82299,36331.44957,36220.96594,36110.48231,35999.99868,35889.51504,35779.03141,35943.30541,36107.57941,36271.85341,36436.12741,36600.40141,37824.825986131,36464.106946853,36378.3166885305,36331.4495702584,35779.0314130138,36600.401414466
Indirect CO2 (if available) (10),WAM,ESR,420.97852,422.63864,424.29876,425.95888,427.619,430.96102,434.30304,437.64507,440.98709,444.32911,446.01747,447.70583,449.39419,451.08255,452.7709,454.61698,456.46306,458.30914,460.15522,462.0013,463.60696,465.20522,466.80348,468.40174,470.0,474.0,478.0,482.0,486.0,490.0,427.618997640283,444.329111540255,452.770904367645,462.00130256355,,
Indirect CO2 (if available) (10),WAM,Total,420.97852,422.63864,424.29876,425.95888,427.619,430.96102,434.30304,437.64507,440.98709,444.32911,446.01747,447.70583,449.39419,451.08255,452.7709,454.61698,456.46306,458.30914,460.15522,462.0013,463.599534400647,465.197768801293,466.79600320194,468.394237602586,469.992472003233,473.992407935175,477.992343867118,481.99227979906,485.992215731002,489.992151662945,427.618997640283,444.329111540255,452.770904367645,462.00130256355,,
Indirect CO2 (if available) (10),WEM,ESR,420.97853,422.63866,424.29879,425.95892,427.61905,430.96157,434.30408,437.6466,440.98912,444.33164,446.02085,447.71005,449.39926,451.08846,452.77767,454.62388,456.47008,458.31629,460.16249,462.0087,463.60696,465.20522,466.80348,468.40174,470.0,474.0,478.0,482.0,486.0,490.0,427.619047198469,444.331639252731,452.777669466772,462.008698659772,470.0,490.0
Indirect CO2 (if available) (10),WEM,Total,420.97853,422.63866,424.29879,425.95892,427.61905,430.96157,434.30408,437.6466,440.98912,444.33164,446.02085,447.71005,449.39926,451.08846,452.77767,454.62388,456.47008,458.31629,460.16249,462.0087,463.60696,465.20522,466.80348,468.40174,470.0,474.0,478.0,482.0,486.0,490.0,427.619047198469,444.331639252731,452.777669466772,462.008698659772,470.0,490.0
Total excluding LULUCF,WAM,ESR,90613.59514,89852.75589,89091.91663,88331.07738,87570.23812,85774.94243,83979.64674,82184.35106,80389.05537,78593.75968,77391.94254,76190.12539,74988.30825,73786.49111,72584.67396,70961.26355,69337.85314,67714.44272,66091.03231,64467.62189,62121.467685575,60237.3147911487,58353.161886726,56469.0089822998,54584.8560878748,54256.5514451279,53928.246802381,53599.942159634,53271.6375168871,52943.3328741402,87570.2381198904,78593.7596808376,72584.6739647443,64467.6218918462,,
Total excluding LULUCF,WAM,ETS,73352.53509,72615.62668,71878.71826,71141.80984,70404.90143,64661.52488,58918.14833,53174.77178,47431.39523,41688.01869,41171.5867,40655.1547,40138.72271,39622.29072,39105.85873,39031.49839,38957.13805,38882.77771,38808.41737,38734.05702,38097.3713373005,37460.6856646021,36824.0000016407,36187.3143189412,35550.6286462428,35247.3722292925,34944.1158123422,34640.8593953919,34337.6029784416,34034.3465614913,70404.9014282871,41688.0186860365,39105.8587313244,38734.0570238808,,
Total excluding LULUCF,WAM,Total,163991.78782,162495.73492,160999.68202,159503.62911,158007.57621,150468.71319,142929.85017,135390.98715,127852.12413,120313.26111,118594.94628,116876.63146,115158.31663,113440.00181,111721.68698,110023.86377,108326.04057,106628.21736,104930.39416,103232.57095,100071.440698042,97542.2457565101,95013.0508148793,92483.8558730192,89954.6609313884,89369.132066985,88783.6032025816,88198.0743381781,87612.5454737747,87027.0166093713,158007.576208298,120313.261108791,111721.686979312,103232.570951578,,
Total excluding LULUCF,WEM,ESR,90627.98822,89881.54204,89135.09585,88388.64967,87642.20349,86005.82991,84369.45632,82733.08273,81096.70915,79460.33556,78528.40653,77596.4775,76664.54847,75732.61944,74800.69041,73635.2316,72469.77278,71304.31396,70138.85514,68973.39633,66911.84706,64850.2978,62788.74853,60727.19927,58665.65,58314.382,57963.114,57611.846,57260.578,56909.31,87642.2034927327,79460.3355585111,74800.6904149843,68973.3963256652,58665.65,56909.31
Total excluding LULUCF,WEM,ETS,73344.10301,72598.76252,71853.42202,71108.08152,70362.74103,64514.71846,58666.6959,52818.67333,46970.65077,41122.6282,40493.51282,39864.39744,39235.28205,38606.16667,37977.05129,37753.16028,37529.26927,37305.37827,37081.48726,36857.59625,36285.211,35712.82575,35140.4405,34568.05525,33995.67,33708.466,33421.262,33134.058,32846.854,32559.65,70362.741028458,41122.6281996614,37977.051289534,36857.5962520771,33995.67,32559.65
Total excluding LULUCF,WEM,Total,163997.74882,162507.65691,161017.565,159527.47309,158037.38118,150552.79425,143068.20731,135583.62037,128099.03344,120614.4465,119053.3364,117492.2263,115931.11619,114370.00609,112808.89599,111419.49371,110030.09144,108640.68916,107251.28689,105861.88461,103221.75369,100581.62277,97941.49185,95301.36092,92661.23,92022.774,91384.318,90745.862,90107.406,89468.95,158037.381181312,120614.446500089,112808.895987761,105861.884613593,92661.23,89468.95
Total including LULUCF,WAM,ESR,90632.91114,89867.24288,89101.57463,88335.90637,87570.23812,85774.94243,83979.64674,82184.35106,80389.05537,78593.75968,77391.94254,76190.12539,74988.30825,73786.49111,72584.67396,70961.26355,69337.85314,67714.44272,66091.03231,64467.62189,62121.467685575,60237.3147911487,58353.161886726,56469.0089822998,54584.8560878748,54256.5514451279,53928.246802381,53599.942159634,53271.6375168871,52943.3328741402,87570.2381198904,78593.7596808376,72584.6739647443,64467.6218918462,,
Total including LULUCF,WAM,ETS,73352.53509,72615.62668,71878.71826,71141.80984,70404.90143,64661.52488,58918.14833,53174.77178,47431.39523,41688.01869,41171.5867,40655.1547,40138.72271,39622.29072,39105.85873,39031.49839,38957.13805,38882.77771,38808.41737,38734.05702,38097.3713373005,37460.6856646021,36824.0000016407,36187.3143189412,35550.6286462428,35247.3722292925,34944.1158123422,34640.8593953919,34337.6029784416,34034.3465614913,70404.9014282871,41688.0186860365,39105.8587313244,38734.0570238808,,
Total including LULUCF,WAM,Total,168167.25186,166610.84355,165054.43525,163498.02694,161941.61863,154347.47939,146753.34016,139159.20092,131565.06168,123970.92244,122137.93266,120304.94289,118471.95311,116638.96333,114805.97356,113075.28431,111344.59505,109613.9058,107883.21655,106152.5273,102965.213923537,100409.835867469,97854.4578013324,95299.0797449366,92743.7016788002,92131.0261777089,91518.3506766177,90905.6751755264,90292.9996744352,89680.3241733439,161941.618633615,123970.922440438,114805.973557213,106152.52730027,,
Total including LULUCF,WEM,ESR,90647.30421,89896.02903,89144.75385,88393.47867,87642.20349,86005.82991,84369.45632,82733.08273,81096.70915,79460.33556,78528.40653,77596.4775,76664.54847,75732.61944,74800.69041,73635.2316,72469.77278,71304.31396,70138.85514,68973.39633,66911.84706,64850.2978,62788.74853,60727.19927,58665.65,58314.382,57963.114,57611.846,57260.578,56909.31,87642.2034927327,79460.3355585111,74800.6904149843,68973.3963256652,58665.65,56909.31
Total including LULUCF,WEM,ETS,73344.10301,72598.76252,71853.42202,71108.08152,70362.74103,64514.71846,58666.6959,52818.67333,46970.65077,41122.6282,40493.51282,39864.39744,39235.28205,38606.16667,37977.05129,37753.16028,37529.26927,37305.37827,37081.48726,36857.59625,36285.211,35712.82575,35140.4405,34568.05525,33995.67,33708.466,33421.262,33134.058,32846.854,32559.65,70362.741028458,41122.6281996614,37977.051289534,36857.5962520771,33995.67,32559.65
